테스트번호,유저역할,유저아이디,테스트카테고리,메세지,응답결과_스테이터스코드,main버블,sub버블,cta버블,응답시간(ms),성공여부,검증오류,실행시간,응답결과_바디
MIDDLE_C-3,User_S,faq_user_001,料金・制度,無料体験はできますか？,200,はい！3.14コミュニティでは、体験授業や教室見学を随時受け付けております。,,実際の雰囲気や授業スタイルを体感してから入塾をご検討ください🙇‍♂,45,성공,,2025-07-27T13:57:25.789Z,"[{""type"":""main"",""text"":""はい！3.14コミュニティでは、体験授業や教室見学を随時受け付けております。"",""attachment"":null},{""type"":""cta"",""text"":""実際の雰囲気や授業スタイルを体感してから入塾をご検討ください🙇‍♂"",""attachment"":null}]"
MIDDLE_C-4,User_S,faq_user_001,料金・制度,複数科目の受講は割引がありますか？,200,はい！複数科目の受講で1科目あたりの料金がお得になります。,『苦手はじっくり』『得意は先取り』など、教科を組み合わせて学べるのが3.14の魅力です✨▶️ 料金プランはこちら(image),-詳しい内容は体験や資料請求でご案内しておりますので、ぜひお気軽にご相談ください！,43,성공,,2025-07-27T13:57:26.833Z,"[{""type"":""main"",""text"":""はい！複数科目の受講で1科目あたりの料金がお得になります。"",""attachment"":null},{""type"":""sub"",""text"":""『苦手はじっくり』『得意は先取り』など、教科を組み合わせて学べるのが3.14の魅力です✨\n\n▶️ 料金プランはこちら\n(image)"",""attachment"":null},{""type"":""cta"",""text"":""-\n詳しい内容は体験や資料請求でご案内しておりますので、ぜひお気軽にご相談ください！"",""attachment"":null}]"
MIDDLE_C-5,User_S,faq_user_001,料金・制度,模試や外部試験の費用は含まれますか？,200,模試や外部試験などは、コースに応じて別途ご案内する場合があります。,ただし、担任が一人ひとりに必要なものだけをご提案いたしますのでご安心ください❣️,結果は丁寧にフィードバックし、次の学習計画に活かします！,45,성공,,2025-07-27T13:57:27.879Z,"[{""type"":""main"",""text"":""模試や外部試験などは、コースに応じて別途ご案内する場合があります。"",""attachment"":null},{""type"":""sub"",""text"":""ただし、担任が一人ひとりに必要なものだけをご提案いたしますのでご安心ください❣️"",""attachment"":null},{""type"":""cta"",""text"":""結果は丁寧にフィードバックし、次の学習計画に活かします！"",""attachment"":null}]"
ELEMENTARY_A-1,User_S,faq_user_001,授業・カリキュラム,小学校の授業に合わせた指導ですか？,200,はい、3.14コミュニティでは、学校ごとの教科書や授業進度に合わせて丁寧にサポートしています🧑‍🏫,つまずきやすい単元も、個別に立ち止まってしっかり理解を深められます。,詳しい指導内容は体験授業や資料請求でご覧いただけます📘,55,성공,,2025-07-27T13:57:28.935Z,"[{""type"":""main"",""text"":""はい、3.14コミュニティでは、学校ごとの教科書や授業進度に合わせて丁寧にサポートしています🧑‍🏫"",""attachment"":null},{""type"":""sub"",""text"":""つまずきやすい単元も、個別に立ち止まってしっかり理解を深められます。"",""attachment"":null},{""type"":""cta"",""text"":""詳しい指導内容は体験授業や資料請求でご覧いただけます📘"",""attachment"":null}]"
ELEMENTARY_A-2,User_S,faq_user_001,授業・カリキュラム,中学受験コースはありますか？,200,はい、希望される方には中学受験に向けた個別対応が可能です！,志望校のレベルや出題傾向に合わせて、カリキュラムを柔軟にカスタマイズいたします✨,まずはご希望の受験校や開始時期について、お気軽にご相談ください😊,59,성공,,2025-07-27T13:57:29.996Z,"[{""type"":""main"",""text"":""はい、希望される方には中学受験に向けた個別対応が可能です！"",""attachment"":null},{""type"":""sub"",""text"":""志望校のレベルや出題傾向に合わせて、カリキュラムを柔軟にカスタマイズいたします✨"",""attachment"":null},{""type"":""cta"",""text"":""まずはご希望の受験校や開始時期について、お気軽にご相談ください😊"",""attachment"":null}]"
ELEMENTARY_A-3,User_S,faq_user_001,授業・カリキュラム,低学年でも集中して取り組めますか？,200,はい、ご安心ください！一人ひとりの集中力や理解度に合わせて、無理のないスモールステップで学習を進めていきます。,講師が近くで見守り、声かけしながら進めるので、自然と学ぶ姿勢が身につきます🧑‍🏫,体験授業で実際の様子をご確認いただけますよ！,59,성공,,2025-07-27T13:57:31.057Z,"[{""type"":""main"",""text"":""はい、ご安心ください！一人ひとりの集中力や理解度に合わせて、無理のないスモールステップで学習を進めていきます。"",""attachment"":null},{""type"":""sub"",""text"":""講師が近くで見守り、声かけしながら進めるので、自然と学ぶ姿勢が身につきます🧑‍🏫"",""attachment"":null},{""type"":""cta"",""text"":""体験授業で実際の様子をご確認いただけますよ！"",""attachment"":null}]"
ELEMENTARY_A-4,User_S,faq_user_001,授業・カリキュラム,漢字・計算など基礎から見てもらえますか？,200,もちろんです！学年の枠にとらわれず、お子さま一人ひとりの習熟度に合わせて基礎から丁寧に指導します。,『わかった！できた！』の成功体験を積み重ねることで、学ぶ楽しさが育ちます✨,詳しい内容は、教室での体験や面談でご確認いただけます📒,89,성공,,2025-07-27T13:57:32.147Z,"[{""type"":""main"",""text"":""もちろんです！学年の枠にとらわれず、お子さま一人ひとりの習熟度に合わせて基礎から丁寧に指導します。"",""attachment"":null},{""type"":""sub"",""text"":""『わかった！できた！』の成功体験を積み重ねることで、学ぶ楽しさが育ちます✨"",""attachment"":null},{""type"":""cta"",""text"":""詳しい内容は、教室での体験や面談でご確認いただけます📒"",""attachment"":null}]"
ELEMENTARY_A-5,User_S,faq_user_001,授業・カリキュラム,宿題はありますか？,200,はい、お子さまに応じて無理のない範囲で宿題を出しています📃,家庭学習の習慣づけや、授業で学んだ内容の定着を目的としています。,どんな宿題が出るか気になる方は、体験時にぜひチェックしてみてください😀,64,성공,,2025-07-27T13:57:33.213Z,"[{""type"":""main"",""text"":""はい、お子さまに応じて無理のない範囲で宿題を出しています📃"",""attachment"":null},{""type"":""sub"",""text"":""家庭学習の習慣づけや、授業で学んだ内容の定着を目的としています。"",""attachment"":null},{""type"":""cta"",""text"":""どんな宿題が出るか気になる方は、体験時にぜひチェックしてみてください😀"",""attachment"":null}]"
ELEMENTARY_B-1,User_S,faq_user_001,通塾・学習時間,学童や他の習い事と両立できますか？,200,はい、多くのお子さまが学童や習い事と両立しながら通塾しています！,通う曜日や時間帯は柔軟に設定でき、学習時間も無理のない範囲で調整できます🗓️,まずはスケジュールのご希望を体験時にご相談ください☺️,47,성공,,2025-07-27T13:57:34.260Z,"[{""type"":""main"",""text"":""はい、多くのお子さまが学童や習い事と両立しながら通塾しています！"",""attachment"":null},{""type"":""sub"",""text"":""通う曜日や時間帯は柔軟に設定でき、学習時間も無理のない範囲で調整できます🗓️"",""attachment"":null},{""type"":""cta"",""text"":""まずはスケジュールのご希望を体験時にご相談ください☺️"",""attachment"":null}]"
ELEMENTARY_B-2,User_S,faq_user_001,通塾・学習時間,授業の時間帯は何時からですか？,200,平日は15:30〜、土曜は13:30〜など、学年や希望に応じて時間帯を選べます。,放課後すぐに来るお子さまもいれば、夕方の習い事後に通う方もいます🏫,詳しい時間帯のご案内は教室または無料体験でご確認いただけます！,51,성공,,2025-07-27T13:57:35.313Z,"[{""type"":""main"",""text"":""平日は15:30〜、土曜は13:30〜など、学年や希望に応じて時間帯を選べます。"",""attachment"":null},{""type"":""sub"",""text"":""放課後すぐに来るお子さまもいれば、夕方の習い事後に通う方もいます🏫"",""attachment"":null},{""type"":""cta"",""text"":""詳しい時間帯のご案内は教室または無料体験でご確認いただけます！"",""attachment"":null}]"
ELEMENTARY_B-3,User_S,faq_user_001,通塾・学習時間,保護者の送り迎えは必要ですか？,200,低学年のお子さまは、安全面を考慮して送迎をお願いするケースが多いです👪,通塾ルートや時間帯に応じて、通学方法をご提案することも可能です。,まずは体験時に通塾のご不安をご相談ください！,59,성공,,2025-07-27T13:57:36.374Z,"[{""type"":""main"",""text"":""低学年のお子さまは、安全面を考慮して送迎をお願いするケースが多いです👪"",""attachment"":null},{""type"":""sub"",""text"":""通塾ルートや時間帯に応じて、通学方法をご提案することも可能です。"",""attachment"":null},{""type"":""cta"",""text"":""まずは体験時に通塾のご不安をご相談ください！"",""attachment"":null}]"
ELEMENTARY_B-4,User_S,faq_user_001,通塾・学習時間,週1回だけでも通えますか？,200,はい、週1回から通塾できます！学習習慣の定着や学びのきっかけづくりにもおすすめです。,学年や目的に応じて、最適な頻度をご提案いたします✨,まずは【無料体験】で雰囲気をご確認ください🧑‍🏫,44,성공,,2025-07-27T13:57:37.420Z,"[{""type"":""main"",""text"":""はい、週1回から通塾できます！学習習慣の定着や学びのきっかけづくりにもおすすめです。"",""attachment"":null},{""type"":""sub"",""text"":""学年や目的に応じて、最適な頻度をご提案いたします✨"",""attachment"":null},{""type"":""cta"",""text"":""まずは【無料体験】で雰囲気をご確認ください🧑‍🏫"",""attachment"":null}]"
ELEMENTARY_B-5,User_S,faq_user_001,通塾・学習時間,長期休みの講習はありますか？,200,はい、春・夏・冬に講習会を実施しています。復習や先取り、苦手克服など目的に応じて参加できます！,講習期間は通常2週間程度で、日程も柔軟に組めます🗓️,講習内容の詳細は、パンフレットや無料体験でご確認いただけます📘,49,성공,,2025-07-27T13:57:38.470Z,"[{""type"":""main"",""text"":""はい、春・夏・冬に講習会を実施しています。復習や先取り、苦手克服など目的に応じて参加できます！"",""attachment"":null},{""type"":""sub"",""text"":""講習期間は通常2週間程度で、日程も柔軟に組めます🗓️"",""attachment"":null},{""type"":""cta"",""text"":""講習内容の詳細は、パンフレットや無料体験でご確認いただけます📘"",""attachment"":null}]"
ELEMENTARY_C-1,User_S,faq_user_001,料金・制度,小学生の授業料はいくらですか？,200,3.14コミュニティでは、授業受け放題の【定額制】を導入しています🧑‍🏫,必要な授業やサポートを自由に受けられるのが特長です！▶️ 料金プランはこちら(image),料金詳細は教室でのご案内か、資料請求をご活用ください！,48,성공,,2025-07-27T13:57:39.520Z,"[{""type"":""main"",""text"":""3.14コミュニティでは、授業受け放題の【定額制】を導入しています🧑‍🏫"",""attachment"":null},{""type"":""sub"",""text"":""必要な授業やサポートを自由に受けられるのが特長です！\n\n▶️ 料金プランはこちら\n(image)"",""attachment"":null},{""type"":""cta"",""text"":""料金詳細は教室でのご案内か、資料請求をご活用ください！"",""attachment"":null}]"
ELEMENTARY_C-2,User_S,faq_user_001,料金・制度,兄弟で通うと割引はありますか？,200,はい、ご兄弟・姉妹での通塾には【兄弟割引】の制度がございます❣️,ご家庭の教育ニーズに合わせて、柔軟にご提案させていただきます。,割引内容の詳細は、教室または体験時にお気軽にご相談ください😊,55,성공,,2025-07-27T13:57:40.576Z,"[{""type"":""main"",""text"":""はい、ご兄弟・姉妹での通塾には【兄弟割引】の制度がございます❣️"",""attachment"":null},{""type"":""sub"",""text"":""ご家庭の教育ニーズに合わせて、柔軟にご提案させていただきます。"",""attachment"":null},{""type"":""cta"",""text"":""割引内容の詳細は、教室または体験時にお気軽にご相談ください😊"",""attachment"":null}]"
ELEMENTARY_C-3,User_S,faq_user_001,料金・制度,教材費や年会費はありますか？,200,はい、教材費は別途ご案内しておりますが、必要な分のみをご提案しております。,お子様専用のカリキュラムに応じて、最適な教材を選定いたします📚,無理なく学べるように配慮していますのでご安心ください！,51,성공,,2025-07-27T13:57:41.630Z,"[{""type"":""main"",""text"":""はい、教材費は別途ご案内しておりますが、必要な分のみをご提案しております。"",""attachment"":null},{""type"":""sub"",""text"":""お子様専用のカリキュラムに応じて、最適な教材を選定いたします📚"",""attachment"":null},{""type"":""cta"",""text"":""無理なく学べるように配慮していますのでご安心ください！"",""attachment"":null}]"
ELEMENTARY_C-4,User_S,faq_user_001,料金・制度,無料体験はできますか？,200,はい！3.14コミュニティでは、体験授業や教室見学を随時受け付けております。,,実際の雰囲気や授業スタイルを体感してから入塾をご検討ください🙇‍♂,75,성공,,2025-07-27T13:57:42.707Z,"[{""type"":""main"",""text"":""はい！3.14コミュニティでは、体験授業や教室見学を随時受け付けております。"",""attachment"":null},{""type"":""cta"",""text"":""実際の雰囲気や授業スタイルを体感してから入塾をご検討ください🙇‍♂"",""attachment"":null}]"
ELEMENTARY_C-5,User_S,faq_user_001,料金・制度,入塾テストはありますか？,200,基本的には入塾テストは行っておりませんので、どなたでも安心してご入会いただけます☺️,学力診断や面談を通して、最適な学習スタートをご提案します！,まずは体験やご相談からお気軽に始めていただけますよ🙋,44,성공,,2025-07-27T13:57:43.753Z,"[{""type"":""main"",""text"":""基本的には入塾テストは行っておりませんので、どなたでも安心してご入会いただけます☺️"",""attachment"":null},{""type"":""sub"",""text"":""学力診断や面談を通して、最適な学習スタートをご提案します！"",""attachment"":null},{""type"":""cta"",""text"":""まずは体験やご相談からお気軽に始めていただけますよ🙋"",""attachment"":null}]"
PRESCHOOL_A-1,User_S,faq_user_001,授業・カリキュラム,何歳から通えますか？,200,3.14コミュニティでは、年少（満3歳）頃から通っていただけます。,遊びの中で思考力・集中力・ことばの力を育てる「脳力開発コース」をご用意しています🏃‍♀️,まずは見学や体験でお子さまのご様子をご確認いただけます😊,55,성공,,2025-07-27T13:57:44.810Z,"[{""type"":""main"",""text"":""3.14コミュニティでは、年少（満3歳）頃から通っていただけます。"",""attachment"":null},{""type"":""sub"",""text"":""遊びの中で思考力・集中力・ことばの力を育てる「脳力開発コース」をご用意しています🏃‍♀️"",""attachment"":null},{""type"":""cta"",""text"":""まずは見学や体験でお子さまのご様子をご確認いただけます😊"",""attachment"":null}]"
PRESCHOOL_A-2,User_S,faq_user_001,授業・カリキュラム,小学校受験に対応していますか？,200,はい、小学校受験をお考えのご家庭向けに、対応したカリキュラムのご相談も可能です👩‍🎓,思考力・言語・集団活動など、目的に合わせた支援をご提案します！,詳しくは教室までお気軽にお問い合わせください☺️,42,성공,,2025-07-27T13:57:45.856Z,"[{""type"":""main"",""text"":""はい、小学校受験をお考えのご家庭向けに、対応したカリキュラムのご相談も可能です👩‍🎓"",""attachment"":null},{""type"":""sub"",""text"":""思考力・言語・集団活動など、目的に合わせた支援をご提案します！"",""attachment"":null},{""type"":""cta"",""text"":""詳しくは教室までお気軽にお問い合わせください☺️"",""attachment"":null}]"
PRESCHOOL_A-3,User_S,faq_user_001,授業・カリキュラム,授業はどんな内容ですか？,200,3.14コミュニティの幼児コースでは、3つの学びのプログラムをご用意しています。,🧠 パズル道場：図形・数理パズルで“考える力”と粘り強さを育成🔤 Lepton（レプトン）：英語4技能をバランスよく育てる個別学習🤖 クレファス：ロボット製作やプログラミングで創造力と思考力を伸ばす,実際の活動は体験レッスンや見学でご覧いただけます！,56,성공,,2025-07-27T13:57:46.912Z,"[{""type"":""main"",""text"":""3.14コミュニティの幼児コースでは、3つの学びのプログラムをご用意しています。"",""attachment"":null},{""type"":""sub"",""text"":""🧠 パズル道場：図形・数理パズルで“考える力”と粘り強さを育成\n\n🔤 Lepton（レプトン）：英語4技能をバランスよく育てる個別学習\n\n🤖 クレファス：ロボット製作やプログラミングで創造力と思考力を伸ばす"",""attachment"":null},{""type"":""cta"",""text"":""実際の活動は体験レッスンや見学でご覧いただけます！"",""attachment"":null}]"
PRESCHOOL_A-4,User_S,faq_user_001,授業・カリキュラム,遊びと学びのバランスはどうなっていますか？,200,無理な詰め込みはせず、遊びの中に“学びの芽”を散りばめたプログラムです。,「できた！」「たのしい！」を大切にしながら、自信と集中力を育てていきます✈️,お子さまのペースに合わせた指導についても、体験時にご相談いただけます😊,44,성공,,2025-07-27T13:57:47.959Z,"[{""type"":""main"",""text"":""無理な詰め込みはせず、遊びの中に“学びの芽”を散りばめたプログラムです。"",""attachment"":null},{""type"":""sub"",""text"":""「できた！」「たのしい！」を大切にしながら、自信と集中力を育てていきます✈️"",""attachment"":null},{""type"":""cta"",""text"":""お子さまのペースに合わせた指導についても、体験時にご相談いただけます😊"",""attachment"":null}]"
PRESCHOOL_A-5,User_S,faq_user_001,授業・カリキュラム,人見知りでも大丈夫ですか？,200,ご安心ください。初めての場が不安なお子さまには、少人数・個別対応でゆっくり慣れていただきます。,先生が一人ひとりの表情や反応を見ながら、やさしく関わります✨,ご心配な点は体験時にぜひご相談ください。保護者同伴での見学も可能です！👪,49,성공,,2025-07-27T13:57:49.011Z,"[{""type"":""main"",""text"":""ご安心ください。初めての場が不安なお子さまには、少人数・個別対応でゆっくり慣れていただきます。"",""attachment"":null},{""type"":""sub"",""text"":""先生が一人ひとりの表情や反応を見ながら、やさしく関わります✨"",""attachment"":null},{""type"":""cta"",""text"":""ご心配な点は体験時にぜひご相談ください。保護者同伴での見学も可能です！👪"",""attachment"":null}]"
PRESCHOOL_B-1,User_S,faq_user_001,通塾・学習時間,保育園や幼稚園との両立はできますか？,200,はい、多くのお子さまが保育園・幼稚園に通いながら、週1〜2回の通塾で両立しています。,夕方や土曜日などの時間帯を選んで通えるので、無理なく続けられます✨,ご家庭のスケジュールに合わせた通塾プランをご提案いたします😊,43,성공,,2025-07-27T13:57:50.055Z,"[{""type"":""main"",""text"":""はい、多くのお子さまが保育園・幼稚園に通いながら、週1〜2回の通塾で両立しています。"",""attachment"":null},{""type"":""sub"",""text"":""夕方や土曜日などの時間帯を選んで通えるので、無理なく続けられます✨"",""attachment"":null},{""type"":""cta"",""text"":""ご家庭のスケジュールに合わせた通塾プランをご提案いたします😊"",""attachment"":null}]"
PRESCHOOL_B-2,User_S,faq_user_001,通塾・学習時間,通う頻度はどのくらいが理想ですか？,200,基本的には週1回から通塾できますが、集中力や目的に応じて週2回のコースもご用意しています。,「はじめての学び」に慣れるところから、少しずつペースを作っていきます✨,まずは週1回から試せる体験レッスンにご参加ください😊,43,성공,,2025-07-27T13:57:51.099Z,"[{""type"":""main"",""text"":""基本的には週1回から通塾できますが、集中力や目的に応じて週2回のコースもご用意しています。"",""attachment"":null},{""type"":""sub"",""text"":""「はじめての学び」に慣れるところから、少しずつペースを作っていきます✨"",""attachment"":null},{""type"":""cta"",""text"":""まずは週1回から試せる体験レッスンにご参加ください😊"",""attachment"":null}]"
PRESCHOOL_B-3,User_S,faq_user_001,通塾・学習時間,保護者の同伴は必要ですか？,200,通塾時の同伴は任意です。はじめは保護者の方が付き添っていただいても構いません。,お子さまが慣れてきたタイミングで、お預けいただくスタイルも選べます❣️,見学や体験の際に、お子さまの様子を見ながらご相談いただけます😊,50,성공,,2025-07-27T13:57:52.150Z,"[{""type"":""main"",""text"":""通塾時の同伴は任意です。はじめは保護者の方が付き添っていただいても構いません。"",""attachment"":null},{""type"":""sub"",""text"":""お子さまが慣れてきたタイミングで、お預けいただくスタイルも選べます❣️"",""attachment"":null},{""type"":""cta"",""text"":""見学や体験の際に、お子さまの様子を見ながらご相談いただけます😊"",""attachment"":null}]"
PRESCHOOL_B-4,User_S,faq_user_001,通塾・学習時間,午後と午前のクラスがありますか？,200,教室によって異なりますが、午前中・午後の両方の時間帯で開講している日もございます。,お子さまの生活リズムや園のスケジュールに合わせてご相談可能です✨,詳しい開講曜日・時間帯は、教室または体験時にご確認いただけます📅,45,성공,,2025-07-27T13:57:53.196Z,"[{""type"":""main"",""text"":""教室によって異なりますが、午前中・午後の両方の時間帯で開講している日もございます。"",""attachment"":null},{""type"":""sub"",""text"":""お子さまの生活リズムや園のスケジュールに合わせてご相談可能です✨"",""attachment"":null},{""type"":""cta"",""text"":""詳しい開講曜日・時間帯は、教室または体験時にご確認いただけます📅"",""attachment"":null}]"
PRESCHOOL_B-5,User_S,faq_user_001,通塾・学習時間,欠席時のフォローはありますか？,200,体調不良やご都合による欠席には、振替対応や内容の補完をご案内しています🙆‍♀️,学びのペースが崩れないよう、個別にしっかりフォローいたします！,欠席時の対応について詳しく知りたい方は、お気軽にご相談ください😊,52,성공,,2025-07-27T13:57:54.251Z,"[{""type"":""main"",""text"":""体調不良やご都合による欠席には、振替対応や内容の補完をご案内しています🙆‍♀️"",""attachment"":null},{""type"":""sub"",""text"":""学びのペースが崩れないよう、個別にしっかりフォローいたします！"",""attachment"":null},{""type"":""cta"",""text"":""欠席時の対応について詳しく知りたい方は、お気軽にご相談ください😊"",""attachment"":null}]"
PRESCHOOL_C-1,User_S,faq_user_001,料金・制度,幼児コースの料金はいくらですか？,200,幼児コースはお選びいただくプログラムによって料金が異なります🏫,"- 英語教室「Lepton」: 月額 9,790円 ~ - 思考力育成「パズル道場」: 月額 6,600円 ~- ロボット製作講座「crefas」：月額 9,750円 ~",それぞれの内容や教材費については、無料体験や資料請求で詳しくご案内しております😊,56,성공,,2025-07-27T13:57:55.309Z,"[{""type"":""main"",""text"":""幼児コースはお選びいただくプログラムによって料金が異なります🏫"",""attachment"":null},{""type"":""sub"",""text"":""- 英語教室「Lepton」: 月額 9,790円 ~ \n- 思考力育成「パズル道場」: 月額 6,600円 ~\n- ロボット製作講座「crefas」：月額 9,750円 ~"",""attachment"":null},{""type"":""cta"",""text"":""それぞれの内容や教材費については、無料体験や資料請求で詳しくご案内しております😊"",""attachment"":null}]"
PRESCHOOL_C-2,User_S,faq_user_001,料金・制度,入会金・教材費はかかりますか？,200,はい、入会時には所定の入会金と教材費がかかります。,ただし、必要な教材だけをご案内するので、無駄なご負担はありません📚,費用の詳細については、資料請求または体験時にご確認いただけます😊,44,성공,,2025-07-27T13:57:56.354Z,"[{""type"":""main"",""text"":""はい、入会時には所定の入会金と教材費がかかります。"",""attachment"":null},{""type"":""sub"",""text"":""ただし、必要な教材だけをご案内するので、無駄なご負担はありません📚"",""attachment"":null},{""type"":""cta"",""text"":""費用の詳細については、資料請求または体験時にご確認いただけます😊"",""attachment"":null}]"
PRESCHOOL_C-3,User_S,faq_user_001,料金・制度,無料体験はありますか？,200,はい、3.14コミュニティでは幼児のお子さま向けに【無料体験レッスン】をご用意しています！,初めての環境でも安心して過ごせるよう、先生がやさしくサポートいたします✨,ぜひお気軽にお申し込みください🙆‍♀️,60,성공,,2025-07-27T13:57:57.416Z,"[{""type"":""main"",""text"":""はい、3.14コミュニティでは幼児のお子さま向けに【無料体験レッスン】をご用意しています！"",""attachment"":null},{""type"":""sub"",""text"":""初めての環境でも安心して過ごせるよう、先生がやさしくサポートいたします✨"",""attachment"":null},{""type"":""cta"",""text"":""ぜひお気軽にお申し込みください🙆‍♀️"",""attachment"":null}]"
PRESCHOOL_C-4,User_S,faq_user_001,料金・制度,定期的な成長レポートはもらえますか？,200,はい、お子さまの成長の様子や取り組み内容について、定期的にフィードバックをお渡ししています。,家庭でも成長の変化を感じられるよう、丁寧なコメントをお届けしています✨,気になる点があればいつでも面談でご相談いただけます😊,51,성공,,2025-07-27T13:57:58.470Z,"[{""type"":""main"",""text"":""はい、お子さまの成長の様子や取り組み内容について、定期的にフィードバックをお渡ししています。"",""attachment"":null},{""type"":""sub"",""text"":""家庭でも成長の変化を感じられるよう、丁寧なコメントをお届けしています✨"",""attachment"":null},{""type"":""cta"",""text"":""気になる点があればいつでも面談でご相談いただけます😊"",""attachment"":null}]"
PRESCHOOL_C-5,User_S,faq_user_001,料金・制度,他の年齢層に切り替えるタイミングは？,200,就学前後のタイミングで、小学生向けコースへのスムーズな切り替えが可能です。,「もう少し先取りしたい」「集中力が伸びてきた」など、お子さまの成長に応じてご提案します✨,面談や体験を通して、最適なタイミングをご一緒に考えていきましょう😊,47,성공,,2025-07-27T13:57:59.519Z,"[{""type"":""main"",""text"":""就学前後のタイミングで、小学生向けコースへのスムーズな切り替えが可能です。"",""attachment"":null},{""type"":""sub"",""text"":""「もう少し先取りしたい」「集中力が伸びてきた」など、お子さまの成長に応じてご提案します✨"",""attachment"":null},{""type"":""cta"",""text"":""面談や体験を通して、最適なタイミングをご一緒に考えていきましょう😊"",""attachment"":null}]"